rank,Youtuber,subscribers,video views,category,uploads,Country,Abbreviation,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,created_on
786,Trap City,14100000,5129529846,Music,3,Australia,AU,0.04,0.59,408155.45147959184,6538956.585153062,113.1,25766605.0,5.27,21844756.0,2015-11-04
787,Supercar Blondie,14100000,5405563355,Autos & Vehicles,855,United Arab Emirates,AE,88300.0,1400000.0,1100000.0,17000000.0,36.8,9770529.0,2.35,8479744.0,2007-09-12
788,Yudist Ardhana,14100000,6036496916,Entertainment,2854,Indonesia,ID,44000.0,704200.0,528200.0,8500000.0,36.3,270203917.0,4.69,151509724.0,2016-01-06
789,Lana Del Rey,14100000,6884215292,Music,43,United States,US,33900.0,542300.0,406700.0,6500000.0,88.2,328239523.0,14.7,270663028.0,2011-05-05
790,MalumaVEVO,14100000,19013942981,Music,182,United States,US,24700.0,395300.0,296500.0,4700000.0,88.2,328239523.0,14.7,270663028.0,2011-06-15
791,F2Freestylers - Ultimate Soccer Skills Channel,14100000,3280481927,Sports,777,United Kingdom,GB,2600.0,40900.0,30700.0,490600.0,60.0,66834405.0,3.85,55908316.0,2011-04-09
792,Bie The Ska,14100000,4627069704,Entertainment,1540,Thailand,TH,3100.0,50000.0,37500.0,600100.0,49.3,69625582.0,0.75,35294600.0,2006-10-03
793,AM3NlC,14000000,4959982720,Gaming,5757,Brazil,BR,2600.0,40800.0,30600.0,490100.0,51.3,212559417.0,12.08,183241641.0,2012-12-15
794,Narins Beauty,14000000,2214167846,Howto & Style,431,Sweden,SE,3400.0,54800.0,41100.0,658000.0,67.0,10285453.0,6.48,9021165.0,2014-09-24
795,TV Ana Emilia,14000000,4674164601,People & Blogs,651,Mexico,MX,6700.0,107100.0,80300.0,1300000.0,40.2,126014024.0,3.42,102626859.0,2014-12-30
797,Luli Pampi,14000000,8623705301,Music,294,Spain,ES,50400.0,806600.0,605000.0,9700000.0,88.9,47076781.0,13.96,37927409.0,2012-12-22
798,Gallina Pintadita,14000000,9660950823,Music,62,Mexico,MX,17700.0,282500.0,211900.0,3400000.0,40.2,126014024.0,3.42,102626859.0,2011-08-02
799,ViralHog,14000000,18917687143,People & Blogs,41117,United States,US,340900.0,5500000.0,4100000.0,65500000.0,88.2,328239523.0,14.7,270663028.0,2014-08-22
800,ETV Jabardasth,14000000,13542939513,People & Blogs,9652,India,IN,33400.0,534300.0,400800.0,6400000.0,28.1,1366417754.0,5.36,471031528.0,2015-07-14
801,Zee Telugu,14000000,12597067132,Entertainment,3,India,IN,0.0,0.03,470586.4440707965,7544165.480309734,28.1,1366417754.0,5.36,471031528.0,2007-01-31
802,Crescendo com Luluca,14000000,5094050461,Entertainment,1307,Brazil,BR,17000.0,272200.0,204200.0,3300000.0,51.3,212559417.0,12.08,183241641.0,2015-08-30
803,Jazzghost,13900000,5673347763,Gaming,5494,Brazil,BR,26700.0,426900.0,320200.0,5100000.0,51.3,212559417.0,12.08,183241641.0,2012-08-30
804,karameeshchannel,13900000,9106781518,Entertainment,2254,Jordan,JO,21900.0,350600.0,262900.0,4200000.0,34.4,10101694.0,14.72,9213048.0,2012-01-18
805,Darkar Company Studios,13900000,2244318380,Film & Animation,183,United States,US,1100.0,18400.0,13800.0,220700.0,88.2,328239523.0,14.7,270663028.0,2009-02-15
806,Dental Digest,13900000,7450345720,People & Blogs,324,United States,US,57900.0,926200.0,694700.0,11100000.0,88.2,328239523.0,14.7,270663028.0,2020-08-12
807,T-Series Regional,13900000,5217553897,Entertainment,15075,India,IN,8400.0,133900.0,100500.0,1600000.0,28.1,1366417754.0,5.36,471031528.0,2011-02-14
808,ADEL et SAMI,13900000,5465532801,Entertainment,503,United States,US,6700.0,107500.0,80600.0,1300000.0,88.2,328239523.0,14.7,270663028.0,2018-03-12
809,Jamuna TV,13900000,12129583055,News & Politics,6,Bangladesh,BD,0.0,0.0,483680.6923076923,7707752.655769231,20.6,167310838.0,4.19,60987417.0,2021-02-10
810,Atlantic Records,13900000,12513842343,Music,1660,United States,US,24300.0,389100.0,291900.0,4700000.0,88.2,328239523.0,14.7,270663028.0,2006-12-15
812,Veritasium,13900000,2165885634,Education,369,United States,US,11000.0,176600.0,132400.0,2100000.0,88.2,328239523.0,14.7,270663028.0,2010-07-21
813,Alexa Rivera,13900000,3193226072,Howto & Style,288,United States,US,35700.0,571000.0,428300.0,6900000.0,88.2,328239523.0,14.7,270663028.0,2010-08-21
814,Airrack,13800000,2224911030,Entertainment,173,United States,US,24900.0,398600.0,299000.0,4800000.0,88.2,328239523.0,14.7,270663028.0,2015-01-03
815,Hacksmith Industries,13800000,1820559912,Science & Technology,887,Canada,CA,21000.0,335800.0,251800.0,4000000.0,68.9,36991981.0,5.56,30628482.0,2006-04-20
816,JD Pantoja,13800000,1493776391,People & Blogs,16,Mexico,MX,3400.0,54100.0,40600.0,649600.0,40.2,126014024.0,3.42,102626859.0,2017-06-05
817,Atro,13800000,2480957682,Gaming,1952,Netherlands,NL,13800.0,220500.0,165400.0,2600000.0,85.0,17332850.0,3.2,15924729.0,2017-07-02
818,123 GO! Spanish,13800000,5019136690,People & Blogs,520,Mexico,MX,6600.0,106100.0,79600.0,1300000.0,40.2,126014024.0,3.42,102626859.0,2019-03-13
819,Geo News,13800000,5727888539,News & Politics,190093,Pakistan,PK,25000.0,400200.0,300200.0,4800000.0,9.0,216565318.0,4.45,79927762.0,2007-01-10
820,Kids TV India Hindi Nursery Rhymes,13800000,6646953396,Shows,1505,India,IN,19700.0,314600.0,236000.0,3800000.0,28.1,1366417754.0,5.36,471031528.0,2014-11-17
821,Think Music India,13800000,11039343563,Music,4978,India,IN,54300.0,868400.0,651300.0,10400000.0,28.1,1366417754.0,5.36,471031528.0,2009-08-15
822,O Que Nï,13700000,1967930734,Comedy,696,Brazil,BR,22000.0,351200.0,263400.0,4200000.0,51.3,212559417.0,12.08,183241641.0,2015-02-06
823,Goldmines Premiere,13700000,1973638757,Entertainment,975,India,IN,9400.0,150600.0,112900.0,1800000.0,28.1,1366417754.0,5.36,471031528.0,2013-10-12
824,MAIKI021,13700000,1950178163,Entertainment,3298,Brazil,BR,1900.0,29800.0,22300.0,357000.0,51.3,212559417.0,12.08,183241641.0,2008-01-22
825,The Vishal bhatt,13700000,9596430464,Comedy,1040,India,IN,94800.0,1500000.0,1100000.0,18200000.0,28.1,1366417754.0,5.36,471031528.0,2021-08-15
826,NishaMadhulika,13700000,2939201386,Howto & Style,2158,India,IN,5600.0,88900.0,66700.0,1100000.0,28.1,1366417754.0,5.36,471031528.0,2009-08-02
827,MyMissAnand,13700000,4963275018,People & Blogs,340,India,IN,7000.0,111500.0,83600.0,1300000.0,28.1,1366417754.0,5.36,471031528.0,2014-07-22
828,FAPTV,13700000,5457203710,Comedy,863,Vietnam,VN,8800.0,140500.0,105400.0,1700000.0,28.5,96462106.0,2.01,35332140.0,2014-02-26
829,Wesley Safadï¿½,13700000,8134379376,Music,438,Brazil,BR,16000.0,256200.0,192200.0,3100000.0,51.3,212559417.0,12.08,183241641.0,2009-06-21
830,infobells,13700000,5178142148,Education,495,India,IN,6000.0,95600.0,71700.0,1100000.0,28.1,1366417754.0,5.36,471031528.0,2011-10-20
831,Desi Gamers,13700000,2135195239,Gaming,4300,India,IN,0.0,0.02,200995.47880434783,3224177.3629347826,28.1,1366417754.0,5.36,471031528.0,2020-04-14
832,Acenix,13600000,2122062016,Gaming,368,Spain,ES,11900.0,189700.0,142300.0,2300000.0,88.9,47076781.0,13.96,37927409.0,2014-01-02
834,DALLMYD,13600000,1948925559,Sports,412,United States,US,7700.0,122700.0,92000.0,1500000.0,88.2,328239523.0,14.7,270663028.0,2011-02-01
835,Lindsey Stirling,13600000,3764608356,Music,199,United States,US,3800.0,61100.0,45800.0,733300.0,88.2,328239523.0,14.7,270663028.0,2007-05-20
836,JOJO TV - Hindi Stories,13600000,5141201173,Education,1097,India,IN,2700.0,43100.0,32300.0,516700.0,28.1,1366417754.0,5.36,471031528.0,2016-12-25
837,BBC,13600000,9685060624,Pets & Animals,16047,United Kingdom,GB,11100.0,177700.0,133200.0,2100000.0,60.0,66834405.0,3.85,55908316.0,2005-11-12
838,Saturday Night Live,13600000,14717282742,Entertainment,8335,United States,US,14200.0,226500.0,169900.0,2700000.0,88.2,328239523.0,14.7,270663028.0,2013-07-23
839,BUDI01 GAMING,13500000,1181292450,Gaming,319,Indonesia,ID,3400.0,53700.0,40300.0,644900.0,36.3,270203917.0,4.69,151509724.0,2019-07-19
840,Typical Gamer,13500000,4301581610,Gaming,4312,Canada,CA,8100.0,130200.0,97700.0,1600000.0,68.9,36991981.0,5.56,30628482.0,2008-08-24
841,Anaysa,13500000,3445794123,Howto & Style,591,India,IN,7400.0,118800.0,89100.0,1400000.0,28.1,1366417754.0,5.36,471031528.0,2012-03-10
842,JULIA GISELLA,13500000,5380132790,Entertainment,19,United Kingdom,GB,0.4,6.0,470586.4440707965,7544165.480309734,60.0,66834405.0,3.85,55908316.0,2015-03-24
843,Awakening Music,13500000,5545936485,Music,814,United Kingdom,GB,8800.0,141200.0,105900.0,1700000.0,60.0,66834405.0,3.85,55908316.0,2006-12-25
844,Lady Diana,13500000,8265920659,Entertainment,1403,Ukraine,UA,18800.0,300600.0,225500.0,3600000.0,83.0,37709792.0,8.9,26569220.0,2016-03-21
845,Sanjoy Das Official,13500000,3912334359,Entertainment,1793,India,IN,44800.0,716900.0,537700.0,8600000.0,28.1,1366417754.0,5.36,471031528.0,2015-04-29
846,Woody & Kleiny,13500000,11717217293,Comedy,975,United Kingdom,GB,123900.0,2000000.0,1500000.0,23800000.0,60.0,66834405.0,3.85,55908316.0,2013-03-30
847,Vijay Kumar Viner Vlogs,13500000,7958771872,Entertainment,1357,India,IN,27500.0,439300.0,329400.0,5300000.0,28.1,1366417754.0,5.36,471031528.0,2019-03-22
848,Conor Maynard,13500000,2750993392,Music,321,United States,US,2700.0,43100.0,32400.0,517800.0,88.2,328239523.0,14.7,270663028.0,2006-05-19
849,Wengie,13500000,1900272833,Howto & Style,462,United States,US,334.0,5300.0,149840.43243243243,64100.0,88.2,328239523.0,14.7,270663028.0,2010-09-09
851,Codiscos,13400000,11789678655,Music,7356,Colombia,CO,57200.0,915600.0,686700.0,11000000.0,55.3,50339443.0,9.71,40827302.0,2007-02-08
852,The World Adventures ,13400000,2139769210,People & Blogs,1028,India,IN,261.0,4200.0,433486.4187704918,50100.0,28.1,1366417754.0,5.36,471031528.0,2016-09-09
854,Blockbuster Movies,13400000,2650061211,Entertainment,0,India,IN,0.0,0.0,470586.4440707965,7544165.480309734,28.1,1366417754.0,5.36,471031528.0,2017-07-04
855,ATHLEAN-Xï,13400000,2319515787,Howto & Style,1349,United States,US,3600.0,58000.0,43500.0,695900.0,88.2,328239523.0,14.7,270663028.0,2006-12-16
856,My Mate Nate,13400000,3363634923,Comedy,1195,Thailand,TH,10400.0,166700.0,125000.0,2000000.0,49.3,69625582.0,0.75,35294600.0,2014-12-08
857,H2ODelirious,13400000,4356686216,Gaming,3727,United States,US,4200.0,67100.0,50400.0,805700.0,88.2,328239523.0,14.7,270663028.0,2007-05-24
858,GMA Integrated News,13400000,9569814790,News & Politics,296272,Philippines,PH,28900.0,461800.0,346400.0,5500000.0,35.5,108116615.0,2.15,50975903.0,2007-10-29
859,Peet Montzingo,13400000,10022557589,People & Blogs,319,United States,US,99400.0,1600000.0,1200000.0,19100000.0,88.2,328239523.0,14.7,270663028.0,2014-06-01
860,The Q,13400000,4306212515,People & Blogs,96,United States,US,0.0,0.01,433486.4187704918,6928129.773770492,88.2,328239523.0,14.7,270663028.0,2006-01-17
861,Trakin Tech,13300000,2262690743,Science & Technology,3640,India,IN,10900.0,174700.0,131000.0,2100000.0,28.1,1366417754.0,5.36,471031528.0,2011-11-02
862,theRadBrad,13300000,6050102764,Gaming,8195,United States,US,3900.0,62800.0,47100.0,753300.0,88.2,328239523.0,14.7,270663028.0,2006-11-27
863,Matt Steffanina,13300000,3299216601,Entertainment,331,United States,US,482.0,7700.0,470586.4440707965,92600.0,88.2,328239523.0,14.7,270663028.0,2007-11-28
864,Stray Kids,13300000,3364230487,Music,3,South Korea,KR,0.0,0.01,408155.45147959184,6538956.585153062,94.3,51709098.0,4.15,42106719.0,2007-03-17
865,Kurt Hugo Schneider,13300000,3733856870,Entertainment,698,United States,US,1100.0,16900.0,12700.0,203200.0,88.2,328239523.0,14.7,270663028.0,2007-10-16
866,Vogue,13300000,4177184071,Entertainment,3166,United States,US,11300.0,180400.0,135300.0,2200000.0,88.2,328239523.0,14.7,270663028.0,2008-06-29
868,Kids Lineï,13300000,9088562002,People & Blogs,2742,United States,US,40500.0,647600.0,485700.0,7800000.0,88.2,328239523.0,14.7,270663028.0,2011-11-26
